driver_id;car_id;first_name;last_name;experience;score;date_of_birthday;adress;document_number
7332;7086;Justin;Lewis;31;3.63;1982-11-25;Shibuya Crossing 2, Tokyo, Japan 150-0043;972343
2964;6763;Steven;Jackson;17;4.26;2001-06-16;Piazza San Marco 1, Venice, Italy 30124;187933
4923;58;Carol;Garcia;41;3.41;2003-12-22;Sydney Opera House, Sydney, Australia 2000;891816
6371;1845;Carolyn;Perez;46;4.53;1962-09-18;222 Park Avenue, Boston, MA 02101;408444
6885;189;Steven;White;15;4.02;2007-03-29;159 Birch Street, San Antonio, TX 78201;158302
1493;6690;Ashley;Hall;43;4.36;1986-09-10;Shibuya Crossing 2, Tokyo, Japan 150-0043;433466
9981;2973;Karen;Young;17;4.99;1983-12-30;666 Ocean Avenue, Miami, FL 33101;512083
9827;7654;Jason;Jones;38;3.35;1983-10-24;Brandenburger Tor 1, Berlin, Germany 10117;201374
6579;1436;Justin;Lewis;18;3.42;1981-07-30;222 Park Avenue, Boston, MA 02101;116196
8724;9116;Timothy;Mitchell;16;4.46;1971-07-04;Marina Bay Sands 10, Singapore 018956;296584
7376;4210;Anthony;Allen;5;4.69;1974-08-09;666 Ocean Avenue, Miami, FL 33101;283836
5586;7602;Eric;Campbell;1;4.86;1967-11-02;Sydney Opera House, Sydney, Australia 2000;2478
8218;5748;Cynthia;Allen;44;3.82;1990-02-03;246 Spruce Road, Dallas, TX 75201;513024
2582;4754;Joshua;Lewis;4;4.48;2006-11-27;Shibuya Crossing 2, Tokyo, Japan 150-0043;851941
2878;9030;Patricia;Martinez;40;5.01;1999-06-28;Marina Bay Sands 10, Singapore 018956;833319
3087;5803;Lisa;Rodriguez;46;4.45;1961-06-12;Sydney Opera House, Sydney, Australia 2000;655293
5457;2768;Michael;King;41;4.91;1986-05-29;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;768716
4981;6130;Emily;Anderson;41;4.86;1992-02-02;Taj Mahal, Agra, India 282001;488392
8295;3725;Ashley;Smith;33;3.67;1969-10-09;753 Willow Avenue, San Diego, CA 92101;653639
1973;9408;Sharon;Williams;29;4.85;1974-12-09;Shibuya Crossing 2, Tokyo, Japan 150-0043;948875
445;1231;Joshua;Green;2;3.4;1963-06-13;444 Lake View, Denver, CO 80201;974832
6466;8951;Daniel;Lee;14;4.44;1991-09-15;321 Elm Boulevard, Houston, TX 77001;628063
9854;5334;Jacob;Rodriguez;33;4.39;1967-12-04;456 Oak Avenue, Los Angeles, CA 90001;125646
6506;4134;Cynthia;Lewis;36;4.1;2000-07-25;CN Tower 301, Toronto, Canada M5V 2T6;619087
5027;2779;Karen;Taylor;8;4.3;2002-10-23;666 Ocean Avenue, Miami, FL 33101;33879
4163;1086;Kathleen;Thomas;49;3.0;1967-06-27;789 Pine Road, Chicago, IL 60601;971331
1583;9805;Alexander;Nguyen;40;4.4;1961-07-27;444 Lake View, Denver, CO 80201;926630
4514;5044;Emily;Rivera;28;4.12;1990-01-27;Piazza San Marco 1, Venice, Italy 30124;15865
5970;4650;Susan;Harris;39;4.19;1978-03-17;Burj Khalifa 1, Dubai, UAE;118621
2652;2677;Helen;Taylor;37;3.8;1979-01-28;Marina Bay Sands 10, Singapore 018956;222176
280;2092;Sharon;Hall;46;3.52;1961-08-28;987 Cedar Lane, Philadelphia, PA 19101;770068
7765;3401;Catherine;Adams;6;4.13;1998-04-16;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;427438
6255;720;Mary;Thomas;42;4.37;1991-11-22;555 Mountain Street, Washington, DC 20001;113537
1964;8671;Paul;Jones;18;4.86;2005-07-25;Marina Bay Sands 10, Singapore 018956;274146
4388;2000;Gary;Robinson;48;4.99;1981-05-02;159 Birch Street, San Antonio, TX 78201;673980
6466;1816;Betty;Wright;17;4.33;1979-11-18;666 Ocean Avenue, Miami, FL 33101;727003
8195;8950;Joshua;Smith;7;4.0;1972-01-02;Table Mountain Rd, Cape Town, South Africa 8001;843623
4621;8356;Anna;Miller;9;4.99;1992-08-04;Sagrada Família 401, Barcelona, Spain 08013;514523
5806;9483;Melissa;Lopez;34;4.42;2003-08-05;321 Elm Boulevard, Houston, TX 77001;185644
8600;5587;Timothy;Martinez;11;4.24;1976-10-01;Table Mountain Rd, Cape Town, South Africa 8001;138098
2997;2595;Jonathan;Walker;36;3.25;2003-05-18;987 Cedar Lane, Philadelphia, PA 19101;522414
9039;2018;Donna;Smith;4;4.34;1974-02-16;864 Palm Drive, San Jose, CA 95101;998052
4776;20;Linda;Gonzalez;34;4.81;1999-09-04;222 Park Avenue, Boston, MA 02101;868367
8304;3340;Andrew;Hall;9;3.91;1979-05-08;555 Mountain Street, Washington, DC 20001;717236
9630;5480;Christine;Sanchez;6;3.13;1985-04-20;Gyeongbokgung Palace 161, Seoul, South Korea 03045;195323
8924;5368;Justin;Scott;19;3.15;1984-04-08;222 Park Avenue, Boston, MA 02101;471450
3940;3496;Jeffrey;Williams;19;3.43;2007-06-14;Burj Khalifa 1, Dubai, UAE;738328
9740;2333;Patrick;Miller;0;4.33;1968-11-20;Sydney Opera House, Sydney, Australia 2000;300656
7247;8778;Ronald;Anderson;41;4.52;1961-12-06;Brandenburger Tor 1, Berlin, Germany 10117;971674
6008;1047;Kevin;Walker;5;4.52;1970-11-18;159 Birch Street, San Antonio, TX 78201;425642
1607;5795;Jason;Thomas;8;4.78;1980-11-11;246 Spruce Road, Dallas, TX 75201;942038
2491;9102;Nicholas;Torres;10;4.87;1970-08-01;Marina Bay Sands 10, Singapore 018956;794292
4911;7723;Raymond;Nelson;50;4.93;2000-11-21;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;555439
1954;8527;Donna;King;41;4.47;1973-10-08;987 Cedar Lane, Philadelphia, PA 19101;749335
1012;5373;Kevin;Torres;31;4.15;1973-12-20;Brandenburger Tor 1, Berlin, Germany 10117;880827
9621;5924;Katherine;Campbell;41;3.82;1981-08-21;654 Maple Drive, Phoenix, AZ 85001;325481
898;5550;Frank;Thompson;41;4.14;1981-04-10;654 Maple Drive, Phoenix, AZ 85001;993736
171;7927;Sharon;Flores;35;3.86;1988-12-10;Brandenburger Tor 1, Berlin, Germany 10117;837459
5193;780;Justin;Williams;50;3.51;2002-11-14;Piazza San Marco 1, Venice, Italy 30124;753629
5895;1290;Joseph;King;17;3.52;1969-09-16;Champs-Élysées 75, Paris, France 75008;130602
2033;6210;Angela;Anderson;50;4.0;1976-07-13;Shibuya Crossing 2, Tokyo, Japan 150-0043;278597
6060;7785;Virginia;Jones;6;4.16;2003-01-29;Champs-Élysées 75, Paris, France 75008;244485
7137;7700;Benjamin;Thomas;41;4.59;2007-07-01;Brandenburger Tor 1, Berlin, Germany 10117;167348
1230;3727;Richard;Thompson;17;4.9;1998-04-28;555 Mountain Street, Washington, DC 20001;759493
9270;6115;Richard;Jackson;26;3.69;1978-07-25;Sagrada Família 401, Barcelona, Spain 08013;87615
3651;9546;Barbara;Baker;11;3.59;1972-09-22;321 Elm Boulevard, Houston, TX 77001;30816
6459;6338;Brian;Young;46;3.47;1961-01-04;Table Mountain Rd, Cape Town, South Africa 8001;240026
8101;4449;Emma;King;15;3.1;1971-05-23;246 Spruce Road, Dallas, TX 75201;876782
1243;1741;Benjamin;Young;39;3.13;2004-09-14;555 Mountain Street, Washington, DC 20001;605978
1904;9894;Mark;Clark;39;4.31;1984-11-22;Piazza San Marco 1, Venice, Italy 30124;46792
7877;5150;Larry;Young;36;3.81;1973-12-04;789 Pine Road, Chicago, IL 60601;170905
1076;130;Jessica;Gonzalez;20;4.34;1986-12-29;Piazza San Marco 1, Venice, Italy 30124;838650
5697;3882;Richard;Young;24;4.54;1992-11-06;CN Tower 301, Toronto, Canada M5V 2T6;320720
9799;1815;Alexander;Scott;32;4.22;2006-04-26;456 Oak Avenue, Los Angeles, CA 90001;597920
31;9148;Jason;Brown;8;4.32;2007-04-20;Shibuya Crossing 2, Tokyo, Japan 150-0043;851775
6676;9864;Carolyn;Nguyen;39;4.58;1980-11-19;333 River Road, Seattle, WA 98101;38379
9236;2581;Amy;Wright;18;3.42;1994-01-29;Sagrada Família 401, Barcelona, Spain 08013;376773
6530;6484;Rebecca;Green;37;4.55;1999-01-21;Sagrada Família 401, Barcelona, Spain 08013;688925
3389;9368;Donald;Walker;47;3.12;1989-08-26;654 Maple Drive, Phoenix, AZ 85001;191692
4578;8405;Virginia;Perez;40;3.83;1978-01-22;Red Square 1, Moscow, Russia 109012;653738
9422;2301;Linda;Torres;50;5.01;1995-06-03;Red Square 1, Moscow, Russia 109012;754673
1785;4473;Amy;Hill;42;4.68;1971-07-15;Brandenburger Tor 1, Berlin, Germany 10117;252147
6534;4124;Angela;Gonzalez;43;4.91;1969-01-24;666 Ocean Avenue, Miami, FL 33101;66076
7338;1199;Patricia;Jones;8;3.51;1985-11-18;222 Park Avenue, Boston, MA 02101;637482
1449;4537;Eric;Robinson;49;4.12;1977-10-17;555 Mountain Street, Washington, DC 20001;356978
610;1104;Sarah;Nelson;50;3.75;1985-05-04;Sagrada Família 401, Barcelona, Spain 08013;75689
7940;2435;Jessica;Harris;11;4.91;1988-11-02;123 Main Street, New York, NY 10001;849326
7282;9145;Michelle;Mitchell;13;3.5;1992-03-17;555 Mountain Street, Washington, DC 20001;360835
3756;1266;Janet;Allen;0;3.01;1965-05-04;333 River Road, Seattle, WA 98101;583890
1491;8615;Frank;Nelson;35;3.42;2007-01-15;Table Mountain Rd, Cape Town, South Africa 8001;911075
4067;4939;Ryan;Perez;13;3.0;1986-12-16;666 Ocean Avenue, Miami, FL 33101;547298
9455;5131;Rebecca;Williams;25;4.16;1966-01-07;CN Tower 301, Toronto, Canada M5V 2T6;409889
698;3147;Benjamin;Lewis;17;3.67;1969-04-27;Forbidden City 4, Beijing, China 100006;81752
895;9218;Christopher;Rodriguez;42;3.84;2004-09-07;Red Square 1, Moscow, Russia 109012;169098
8685;4692;Daniel;Rodriguez;44;3.14;1963-02-02;Sagrada Família 401, Barcelona, Spain 08013;57591
5869;914;Anna;Adams;16;3.91;1967-11-05;Brandenburger Tor 1, Berlin, Germany 10117;750137
8717;6087;Emma;Baker;44;4.7;1975-01-26;Red Square 1, Moscow, Russia 109012;893185
4575;3772;Katherine;Lee;4;3.04;1984-03-20;333 River Road, Seattle, WA 98101;726580
3294;213;Kathleen;Williams;15;3.11;1965-09-20;666 Ocean Avenue, Miami, FL 33101;58159
2123;1557;Ruth;Davis;28;3.41;1963-05-20;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;85496
1322;5106;Benjamin;Anderson;50;3.11;2002-04-25;Shibuya Crossing 2, Tokyo, Japan 150-0043;693569
5308;8048;Anna;Lee;44;4.19;1996-04-11;Piazza San Marco 1, Venice, Italy 30124;634042
5959;6697;Benjamin;Hall;40;3.09;1989-07-21;666 Ocean Avenue, Miami, FL 33101;964567
845;6106;Kenneth;Robinson;38;3.86;2001-08-08;444 Lake View, Denver, CO 80201;339437
9723;4944;Larry;Williams;11;3.19;1993-11-24;Marina Bay Sands 10, Singapore 018956;309840
7474;9196;Margaret;Rivera;27;3.16;1989-12-01;987 Cedar Lane, Philadelphia, PA 19101;303185
5439;2062;Sandra;Scott;40;3.89;1967-03-29;Piazza San Marco 1, Venice, Italy 30124;140637
673;143;Ashley;Flores;0;4.06;2006-11-28;456 Oak Avenue, Los Angeles, CA 90001;696777
1001;5343;Joshua;Thompson;10;4.77;1971-01-25;456 Oak Avenue, Los Angeles, CA 90001;981724
5255;7060;Jessica;Hill;49;3.17;1976-09-14;654 Maple Drive, Phoenix, AZ 85001;669481
5988;435;Charles;Young;15;3.01;1969-11-04;789 Pine Road, Chicago, IL 60601;521272
3757;7340;Christine;White;36;4.88;1967-01-24;123 Main Street, New York, NY 10001;927588
1795;1988;Matthew;Hall;18;3.45;2006-03-16;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;390382
5281;1753;Amanda;Lee;40;3.96;1977-02-16;246 Spruce Road, Dallas, TX 75201;690549
1447;1880;Steven;Campbell;29;4.76;1993-11-02;246 Spruce Road, Dallas, TX 75201;669833
7511;6031;Frank;Thompson;48;3.15;2006-02-21;Shibuya Crossing 2, Tokyo, Japan 150-0043;213065
4004;5983;Helen;Jackson;35;4.06;1974-02-17;CN Tower 301, Toronto, Canada M5V 2T6;739713
5895;4150;Ryan;Roberts;49;4.13;1975-06-09;Taj Mahal, Agra, India 282001;403285
3527;4793;Melissa;Williams;27;4.25;1999-08-11;321 Elm Boulevard, Houston, TX 77001;294786
3199;9827;William;Johnson;33;4.71;2005-03-21;222 Park Avenue, Boston, MA 02101;123222
5453;9423;Anthony;Torres;7;3.4;1996-02-13;555 Mountain Street, Washington, DC 20001;173658
7926;1497;Donald;Flores;25;3.5;1981-07-01;Brandenburger Tor 1, Berlin, Germany 10117;554478
7503;8070;Jonathan;Robinson;28;4.86;1997-05-31;789 Pine Road, Chicago, IL 60601;402873
8486;7078;Steven;Jackson;41;4.45;1999-05-15;Sydney Opera House, Sydney, Australia 2000;888239
7684;2717;Dorothy;Smith;25;3.47;2006-02-18;Shibuya Crossing 2, Tokyo, Japan 150-0043;101866
4754;525;Emma;Williams;14;3.07;1999-02-12;Marina Bay Sands 10, Singapore 018956;654129
3033;8983;Ronald;Clark;1;4.66;1977-07-03;789 Pine Road, Chicago, IL 60601;360203
6266;6578;Brandon;Hernandez;29;3.45;1986-03-10;555 Mountain Street, Washington, DC 20001;83842
6250;8341;Amanda;Gonzalez;43;3.88;1998-09-07;555 Mountain Street, Washington, DC 20001;164560
9504;7155;Linda;Davis;43;4.07;1973-12-18;987 Cedar Lane, Philadelphia, PA 19101;984684
2402;8787;Amanda;Taylor;27;3.49;1991-09-26;246 Spruce Road, Dallas, TX 75201;22639
6095;6570;Kevin;Lewis;2;3.19;1979-11-01;Sagrada Família 401, Barcelona, Spain 08013;631656
9195;2452;Charles;Nelson;48;3.62;1974-02-07;Sagrada Família 401, Barcelona, Spain 08013;119228
3093;3793;Alexander;Rodriguez;23;4.38;2002-04-17;666 Ocean Avenue, Miami, FL 33101;465168
4635;3912;Jerry;Lee;23;4.24;1972-02-25;159 Birch Street, San Antonio, TX 78201;544526
4384;1693;Kevin;Rivera;28;4.7;1972-08-03;Red Square 1, Moscow, Russia 109012;304024
4667;1109;Ashley;Lee;1;3.34;1994-11-06;Shibuya Crossing 2, Tokyo, Japan 150-0043;254489
930;477;Mark;Baker;15;4.6;1990-01-14;Shibuya Crossing 2, Tokyo, Japan 150-0043;106632
4839;518;Brenda;Sanchez;26;3.04;1960-12-04;159 Birch Street, San Antonio, TX 78201;911896
1220;4277;Alexander;Green;9;3.56;1985-09-24;864 Palm Drive, San Jose, CA 95101;959913
1483;7451;Stephanie;Rodriguez;14;3.33;1977-08-28;Taj Mahal, Agra, India 282001;899290
2194;6524;Jack;Campbell;30;3.98;1992-06-13;864 Palm Drive, San Jose, CA 95101;680729
6557;8208;Kevin;Harris;4;4.27;1995-04-14;Forbidden City 4, Beijing, China 100006;92302
7984;2211;Edward;Thomas;19;4.3;2006-05-18;246 Spruce Road, Dallas, TX 75201;597108
9732;7819;Patrick;Garcia;36;3.84;1981-03-09;321 Elm Boulevard, Houston, TX 77001;934651
9541;2060;Angela;Miller;8;3.17;1997-12-06;Red Square 1, Moscow, Russia 109012;750711
3704;7907;Joseph;Johnson;10;4.02;1993-03-24;753 Willow Avenue, San Diego, CA 92101;54204
9884;4740;Helen;Adams;13;3.64;1985-09-20;246 Spruce Road, Dallas, TX 75201;816811
7392;2686;Steven;Lewis;20;3.78;1998-12-16;333 River Road, Seattle, WA 98101;85170
8836;182;Larry;Green;6;3.41;1986-12-30;Piazza San Marco 1, Venice, Italy 30124;808874
5699;2703;Robert;Campbell;41;3.21;1976-02-09;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;162031
5429;5227;Cynthia;Hall;25;3.8;1984-09-05;666 Ocean Avenue, Miami, FL 33101;461642
5856;1281;Rebecca;Smith;31;4.42;1974-08-18;Marina Bay Sands 10, Singapore 018956;610945
3206;6637;James;Martinez;40;4.87;1990-11-26;789 Pine Road, Chicago, IL 60601;5904
8523;2645;John;Flores;11;4.47;1979-03-14;Gyeongbokgung Palace 161, Seoul, South Korea 03045;39638
1234;1327;Gary;Mitchell;47;4.67;1980-03-18;Brandenburger Tor 1, Berlin, Germany 10117;23332
7091;2116;Kenneth;King;42;4.02;1994-11-29;666 Ocean Avenue, Miami, FL 33101;963291
9497;9689;Nicholas;Garcia;40;3.14;1962-01-30;Piazza San Marco 1, Venice, Italy 30124;670011
476;8563;Ruth;Hill;43;4.36;1977-11-27;Brandenburger Tor 1, Berlin, Germany 10117;589800
3375;6507;Christopher;Ramirez;8;4.47;1968-09-28;Shibuya Crossing 2, Tokyo, Japan 150-0043;94469
4790;3439;Stephanie;Lopez;23;4.24;1987-02-11;864 Palm Drive, San Jose, CA 95101;564699
7641;6747;Ryan;Thomas;0;3.33;1994-03-11;159 Birch Street, San Antonio, TX 78201;148272
7927;6585;Justin;Harris;6;4.51;2001-08-09;555 Mountain Street, Washington, DC 20001;186617
4969;4092;Carol;Harris;40;3.68;2004-08-18;222 Park Avenue, Boston, MA 02101;381610
8343;8353;Karen;White;43;3.72;1993-03-31;Sagrada Família 401, Barcelona, Spain 08013;491312
2605;779;Carolyn;Thompson;16;4.01;1993-01-28;456 Oak Avenue, Los Angeles, CA 90001;680336
656;9196;Raymond;Hall;2;3.25;1977-06-10;Gyeongbokgung Palace 161, Seoul, South Korea 03045;339161
2043;7590;Amy;Perez;30;3.84;1968-06-16;Red Square 1, Moscow, Russia 109012;593010
4718;1251;Nancy;Baker;21;3.91;1981-08-16;Taj Mahal, Agra, India 282001;593872
3811;5317;Mary;Garcia;28;3.69;1995-08-17;Shibuya Crossing 2, Tokyo, Japan 150-0043;602465
7929;7630;William;Jackson;17;3.12;1970-12-01;987 Cedar Lane, Philadelphia, PA 19101;641489
281;6332;Jerry;Ramirez;1;4.21;1966-03-04;654 Maple Drive, Phoenix, AZ 85001;890851
8444;3830;Maria;Anderson;47;3.19;1979-07-09;753 Willow Avenue, San Diego, CA 92101;1100
4486;3587;Jack;Young;50;4.32;1985-10-01;Taj Mahal, Agra, India 282001;679217
9756;2298;Daniel;Green;28;4.47;1980-04-14;Table Mountain Rd, Cape Town, South Africa 8001;584401
6620;9132;William;Jackson;23;3.21;1963-12-15;Piazza San Marco 1, Venice, Italy 30124;602721
1603;2114;Janet;Johnson;30;4.37;2006-12-16;Champs-Élysées 75, Paris, France 75008;557472
6078;9440;Jason;Brown;17;3.32;1970-07-03;666 Ocean Avenue, Miami, FL 33101;772700
7144;7891;Eric;Sanchez;49;4.69;1972-08-03;Piazza San Marco 1, Venice, Italy 30124;776611
7700;1827;Emma;Rivera;46;4.94;1966-07-05;654 Maple Drive, Phoenix, AZ 85001;398982
7719;7301;Joshua;Miller;20;4.91;1981-12-07;456 Oak Avenue, Los Angeles, CA 90001;836349
7171;3118;Michael;Garcia;37;4.71;1981-02-07;987 Cedar Lane, Philadelphia, PA 19101;426744
7024;5334;Dorothy;Hernandez;14;4.91;2001-08-20;CN Tower 301, Toronto, Canada M5V 2T6;85421
2598;2919;Rachel;Nelson;17;4.96;2007-07-15;321 Elm Boulevard, Houston, TX 77001;213485
8323;4515;Melissa;Harris;28;4.81;1989-05-24;Burj Khalifa 1, Dubai, UAE;364998
6468;5542;Robert;Adams;32;4.8;2002-11-15;Shibuya Crossing 2, Tokyo, Japan 150-0043;120401
6545;9577;Michelle;Allen;49;3.46;1979-09-12;Burj Khalifa 1, Dubai, UAE;200392
5436;8499;Ruth;Mitchell;19;4.95;1997-01-01;Taj Mahal, Agra, India 282001;994532
216;8668;Catherine;Harris;37;4.91;1985-11-02;Sydney Opera House, Sydney, Australia 2000;8150
2138;2847;Emily;Flores;18;4.72;1993-07-12;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;524835
7854;3997;Justin;Adams;23;3.36;1980-12-31;Taj Mahal, Agra, India 282001;925662
6992;2218;George;Johnson;27;3.5;1982-07-17;Table Mountain Rd, Cape Town, South Africa 8001;64028
2166;80;Timothy;White;48;3.04;1988-12-20;444 Lake View, Denver, CO 80201;435569
4503;988;Jeffrey;Sanchez;35;3.81;1981-06-11;Red Square 1, Moscow, Russia 109012;322400
5172;8794;Mark;Rodriguez;20;4.99;1964-03-18;Champs-Élysées 75, Paris, France 75008;142517
8078;7504;Dorothy;Rodriguez;40;4.22;2003-05-04;987 Cedar Lane, Philadelphia, PA 19101;408921
6074;7079;Brian;Flores;38;4.25;2000-12-10;159 Birch Street, San Antonio, TX 78201;922304
8891;4317;Jacob;Williams;45;4.14;1982-04-22;246 Spruce Road, Dallas, TX 75201;886087
4434;5781;Joshua;Flores;7;3.25;1998-03-06;Piazza San Marco 1, Venice, Italy 30124;396637
2566;812;Larry;Campbell;23;4.06;2003-04-01;864 Palm Drive, San Jose, CA 95101;470289
3377;9149;Justin;Flores;36;4.34;1964-01-15;Forbidden City 4, Beijing, China 100006;81363
636;2555;Jeffrey;Adams;19;3.74;1971-09-06;Forbidden City 4, Beijing, China 100006;395938
4533;7799;Alexander;Wright;7;3.28;1993-11-30;555 Mountain Street, Washington, DC 20001;663307
1189;5359;Jennifer;Garcia;16;4.29;1990-11-15;Forbidden City 4, Beijing, China 100006;315171
5905;1042;Joshua;Jackson;5;3.35;2006-07-26;Shibuya Crossing 2, Tokyo, Japan 150-0043;119695
4766;5088;Brian;Rodriguez;8;4.31;1992-03-03;789 Pine Road, Chicago, IL 60601;607452
1923;1904;Kevin;Hernandez;30;4.66;2000-02-24;Table Mountain Rd, Cape Town, South Africa 8001;338452
7929;287;Ryan;Smith;47;4.87;1970-01-27;159 Birch Street, San Antonio, TX 78201;969448
5070;9589;Ruth;Taylor;46;4.73;2000-05-29;666 Ocean Avenue, Miami, FL 33101;642820
9879;1881;Sharon;Davis;13;4.44;1967-07-06;864 Palm Drive, San Jose, CA 95101;95193
4420;8018;Brandon;Clark;37;4.3;2000-08-20;Shibuya Crossing 2, Tokyo, Japan 150-0043;209138
1170;618;Barbara;Perez;8;4.84;1973-01-26;555 Mountain Street, Washington, DC 20001;245486
7611;1025;Jeffrey;Flores;42;4.28;1985-03-04;753 Willow Avenue, San Diego, CA 92101;735365
3664;4430;Linda;Lopez;16;4.05;2007-09-14;789 Pine Road, Chicago, IL 60601;859743
263;3312;Dorothy;Johnson;37;3.97;2003-11-03;555 Mountain Street, Washington, DC 20001;304073
6950;8787;Frank;Miller;34;3.73;1965-03-20;Forbidden City 4, Beijing, China 100006;874063
6865;1608;Sandra;Martin;17;4.1;1974-03-16;222 Park Avenue, Boston, MA 02101;911531
8726;8946;Nancy;Scott;0;4.78;1978-09-19;CN Tower 301, Toronto, Canada M5V 2T6;990277
8567;2250;Michelle;Torres;9;3.7;1977-06-30;Forbidden City 4, Beijing, China 100006;945598
4860;7397;Stephen;Sanchez;12;4.49;1989-04-16;864 Palm Drive, San Jose, CA 95101;188230
7929;9670;Robert;Walker;18;4.35;1965-05-12;222 Park Avenue, Boston, MA 02101;888240
6813;6648;Janet;Mitchell;22;4.42;1968-02-14;555 Mountain Street, Washington, DC 20001;332123
6350;7522;Scott;Moore;24;3.32;1994-09-18;123 Main Street, New York, NY 10001;354356
6845;4908;Melissa;Lopez;2;4.63;2000-01-23;Gyeongbokgung Palace 161, Seoul, South Korea 03045;616994
722;9426;Jonathan;Nelson;2;3.14;1988-05-25;159 Birch Street, San Antonio, TX 78201;523457
2126;1583;Donna;Hall;36;4.48;1973-04-13;666 Ocean Avenue, Miami, FL 33101;72726
850;1348;Stephanie;Carter;21;4.01;2002-03-30;987 Cedar Lane, Philadelphia, PA 19101;132492
4838;4389;Nancy;Anderson;36;3.0;2007-04-18;Table Mountain Rd, Cape Town, South Africa 8001;589354
8657;6879;Dennis;Martinez;36;4.79;1995-11-23;222 Park Avenue, Boston, MA 02101;644752
5230;5952;Kevin;Torres;27;3.99;1979-10-09;123 Main Street, New York, NY 10001;781373
993;3803;Dorothy;Scott;40;3.25;1982-09-21;Marina Bay Sands 10, Singapore 018956;453803
8635;3819;Deborah;King;34;3.85;2004-10-17;654 Maple Drive, Phoenix, AZ 85001;646475
8867;5552;John;White;1;3.04;1989-10-18;753 Willow Avenue, San Diego, CA 92101;848844
137;3223;Jacob;Davis;24;4.3;1964-06-30;Sydney Opera House, Sydney, Australia 2000;746671
4022;9902;Helen;Campbell;36;4.31;1974-12-09;321 Elm Boulevard, Houston, TX 77001;165955
1151;363;Paul;Torres;10;3.97;1990-06-11;333 River Road, Seattle, WA 98101;891726
1715;2503;Karen;Rivera;12;3.19;1974-11-19;654 Maple Drive, Phoenix, AZ 85001;233762
1423;6836;Jerry;Williams;42;3.02;2004-01-17;555 Mountain Street, Washington, DC 20001;314512
4776;9793;Susan;Adams;17;4.87;1968-02-19;159 Birch Street, San Antonio, TX 78201;298764
3176;6907;Christine;Moore;21;4.32;2002-12-28;789 Pine Road, Chicago, IL 60601;377253
3008;8597;Jennifer;Robinson;22;4.74;1978-10-29;654 Maple Drive, Phoenix, AZ 85001;820162
5897;2433;Kimberly;Thomas;21;4.12;1996-02-06;753 Willow Avenue, San Diego, CA 92101;401393
6932;4108;Nicholas;Walker;7;4.45;1964-12-11;444 Lake View, Denver, CO 80201;65320
3086;8310;Elizabeth;Wright;9;4.38;2007-05-01;444 Lake View, Denver, CO 80201;479198
1302;2702;Charles;Miller;25;3.72;1983-07-10;Gyeongbokgung Palace 161, Seoul, South Korea 03045;311638
7943;8250;Richard;Nelson;10;4.42;1961-04-21;456 Oak Avenue, Los Angeles, CA 90001;103574
2207;1451;Joseph;Martin;48;3.41;1983-11-12;864 Palm Drive, San Jose, CA 95101;586943
2402;2646;Brandon;Young;6;3.03;1982-10-04;Sagrada Família 401, Barcelona, Spain 08013;454112
6505;9221;Angela;Torres;19;4.09;1983-12-13;Brandenburger Tor 1, Berlin, Germany 10117;366667
2290;3377;Christine;Ramirez;1;4.23;1985-12-27;Sagrada Família 401, Barcelona, Spain 08013;37299
7307;359;Susan;Clark;12;3.62;1991-04-10;444 Lake View, Denver, CO 80201;422136
9328;1227;Patricia;Campbell;17;4.39;1994-09-24;Gyeongbokgung Palace 161, Seoul, South Korea 03045;252208
2739;1859;Betty;Sanchez;7;4.41;1963-05-13;Table Mountain Rd, Cape Town, South Africa 8001;44210
4620;8099;Laura;Robinson;33;4.82;1999-02-24;654 Maple Drive, Phoenix, AZ 85001;682490
2544;9850;Kathleen;Williams;5;3.36;1993-02-10;CN Tower 301, Toronto, Canada M5V 2T6;28838
396;8799;Elizabeth;Green;5;4.15;1991-02-17;Brandenburger Tor 1, Berlin, Germany 10117;270479
5174;6198;Eric;Nelson;50;3.53;1974-10-03;333 River Road, Seattle, WA 98101;162007
2273;8770;Samuel;Garcia;21;3.69;1969-12-21;Brandenburger Tor 1, Berlin, Germany 10117;392743
8934;8270;Angela;Davis;48;4.17;1968-03-13;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;352377
9948;1970;Jason;Nguyen;24;3.59;1993-08-04;Red Square 1, Moscow, Russia 109012;144494
9367;4422;Sandra;Wright;30;4.34;1962-11-23;Gyeongbokgung Palace 161, Seoul, South Korea 03045;957004
1227;9909;Timothy;Rivera;22;3.27;1996-03-25;654 Maple Drive, Phoenix, AZ 85001;571644
9913;1145;Rebecca;Lee;20;3.85;1999-12-06;Marina Bay Sands 10, Singapore 018956;762337
2416;4675;Ryan;Wright;17;3.29;1968-12-17;CN Tower 301, Toronto, Canada M5V 2T6;994151
521;2327;Sharon;White;21;3.36;1975-03-20;864 Palm Drive, San Jose, CA 95101;568379
